6150221_00	28.4872252181	-16.3532683795	674.7596173780	21 2  2014	 0 26 54.40     	
6150221_00	28.4872109211	-16.3532656246	674.7684966326	21 2  2014	 0 26 54.60     	
6150221_00	28.4871966255	-16.3532620932	674.7833702434	21 2  2014	 0 26 54.80     	
6150221_00	28.4871824307	-16.3532576575	674.7979783686	21 2  2014	 0 26 55.00     	
6150221_00	28.4871683386	-16.3532524135	674.8267257949	21 2  2014	 0 26 55.20     	
6150221_00	28.4871544732	-16.3532462806	674.8415265055	21 2  2014	 0 26 55.40     	
6150221_00	28.4871407307	-16.3532391322	674.8636603374	21 2  2014	 0 26 55.60     	
6150221_00	28.4871272689	-16.3532313445	674.8798348270	21 2  2014	 0 26 55.80     	
6150221_00	28.4871140424	-16.3532225813	674.8990541799	21 2  2014	 0 26 56.00     	
6150221_00	28.4871011018	-16.3532130652	674.9192366516	21 2  2014	 0 26 56.20     	
6150221_00	28.4870885300	-16.3532026300	674.9363497747	21 2  2014	 0 26 56.40     	
6150221_00	28.4870763972	-16.3531913715	674.9459440652	21 2  2014	 0 26 56.60     	
6150221_00	28.4870647408	-16.3531792191	674.9651867840	21 2  2014	 0 26 56.80     	
6150221_00	28.4870536383	-16.3531664249	674.9739223244	21 2  2014	 0 26 57.00     	
6150221_00	28.4870428330	-16.3531529847	674.9969259398	21 2  2014	 0 26 57.20     	
6150221_00	28.4870320720	-16.3531390351	675.0319565600	21 2  2014	 0 26 57.40     	
6150221_00	28.4870215039	-16.3531245639	675.0596983433	21 2  2014	 0 26 57.60     	
6150221_00	28.4870110294	-16.3531096096	675.0834994586	21 2  2014	 0 26 57.80     	
6150221_00	28.4870006382	-16.3530942426	675.1076983856	21 2  2014	 0 26 58.00     	
6150221_00	28.4869901777	-16.3530785642	675.1295244768	21 2  2014	 0 26 58.20     	
6150221_00	28.4869796297	-16.3530626625	675.1494311076	21 2  2014	 0 26 58.40     	
6150221_00	28.4869690297	-16.3530465131	675.1713060681	21 2  2014	 0 26 58.60     	
6150221_00	28.4869583259	-16.3530300033	675.1927925795	21 2  2014	 0 26 58.80     	
6150221_00	28.4869475058	-16.3530132757	675.2231219839	21 2  2014	 0 26 59.00     	
6150221_00	28.4869364939	-16.3529963044	675.2504996322	21 2  2014	 0 26 59.20     	
6150221_00	28.4869253074	-16.3529790747	675.2839549268	21 2  2014	 0 26 59.40     	
6150221_00	28.4869139270	-16.3529616831	675.3107341724	21 2  2014	 0 26 59.60     	
6150221_00	28.4869023198	-16.3529441347	675.3413043208	21 2  2014	 0 26 59.80     	
6150221_00	28.4868905659	-16.3529263587	675.3642121824	21 2  2014	 0 27 0.00      	
6150221_00	28.4868787368	-16.3529084390	675.3935451107	21 2  2014	 0 27 0.20      	
6150221_00	28.4868668282	-16.3528903048	675.4237092463	21 2  2014	 0 27 0.40      	
6150221_00	28.4868549067	-16.3528721363	675.4365894049	21 2  2014	 0 27 0.60      	
6150221_00	28.4868429926	-16.3528537614	675.4715575986	21 2  2014	 0 27 0.80      	
6150221_00	28.4868310965	-16.3528352898	675.4951578127	21 2  2014	 0 27 1.00      	
6150221_00	28.4868192040	-16.3528168056	675.5170271462	21 2  2014	 0 27 1.20      	
6150221_00	28.4868073111	-16.3527982829	675.5507678809	21 2  2014	 0 27 1.40      	
6150221_00	28.4867954969	-16.3527797333	675.5761928186	21 2  2014	 0 27 1.60      	
6150221_00	28.4867837652	-16.3527611548	675.6034423448	21 2  2014	 0 27 1.80      	
6150221_00	28.4867721353	-16.3527426708	675.6280064983	21 2  2014	 0 27 2.00      	
6150221_00	28.4867605735	-16.3527241554	675.6647075303	21 2  2014	 0 27 2.20      	
6150221_00	28.4867491183	-16.3527057455	675.6897843434	21 2  2014	 0 27 2.40      	
6150221_00	28.4867377443	-16.3526873542	675.7154933540	21 2  2014	 0 27 2.60      	
6150221_00	28.4867263695	-16.3526690821	675.7365111085	21 2  2014	 0 27 2.80      	
6150221_00	28.4867150551	-16.3526509415	675.7562406715	21 2  2014	 0 27 3.00      	
6150221_00	28.4867037700	-16.3526329900	675.7809513938	21 2  2014	 0 27 3.20      	
6150221_00	28.4866925332	-16.3526152495	675.8077292712	21 2  2014	 0 27 3.40      	
6150221_00	28.4866813895	-16.3525977708	675.8326742789	21 2  2014	 0 27 3.60      	
6150221_00	28.4866703011	-16.3525805543	675.8609376820	21 2  2014	 0 27 3.80      	
6150221_00	28.4866594383	-16.3525636262	675.8879251145	21 2  2014	 0 27 4.00      	
6150221_00	28.4866487211	-16.3525470219	675.9162667310	21 2  2014	 0 27 4.20      	
6150221_00	28.4866382177	-16.3525308264	675.9431038937	21 2  2014	 0 27 4.40      	
6150221_00	28.4866279874	-16.3525148668	675.9603696875	21 2  2014	 0 27 4.60      	
6150221_00	28.4866179712	-16.3524991735	675.9913047375	21 2  2014	 0 27 4.80      	
6150221_00	28.4866080580	-16.3524838587	676.0209888704	21 2  2014	 0 27 5.00      	
6150221_00	28.4865983395	-16.3524688757	676.0378920939	21 2  2014	 0 27 5.20      	
6150221_00	28.4865888546	-16.3524542399	676.0535631310	21 2  2014	 0 27 5.40      	
6150221_00	28.4865794836	-16.3524397412	676.0809367346	21 2  2014	 0 27 5.60      	
6150221_00	28.4865702984	-16.3524254711	676.0905940915	21 2  2014	 0 27 5.80      	
6150221_00	28.4865612540	-16.3524113166	676.1103700586	21 2  2014	 0 27 6.00      	
6150221_00	28.4865522818	-16.3523973337	676.1361185201	21 2  2014	 0 27 6.20      	
6150221_00	28.4865433516	-16.3523834046	676.1494274810	21 2  2014	 0 27 6.40      	
6150221_00	28.4865343896	-16.3523694362	676.1688338686	21 2  2014	 0 27 6.60      	
6150221_00	28.4865253901	-16.3523554339	676.1871945448	21 2  2014	 0 27 6.80      	
6150221_00	28.4865163222	-16.3523413297	676.2026182907	21 2  2014	 0 27 7.00      	
6150221_00	28.4865071373	-16.3523271411	676.2297604643	21 2  2014	 0 27 7.20      	
6150221_00	28.4864978689	-16.3523128575	676.2530488903	21 2  2014	 0 27 7.40      	
6150221_00	28.4864885352	-16.3522985043	676.2691935664	21 2  2014	 0 27 7.60      	
6150221_00	28.4864790748	-16.3522840538	676.2982571796	21 2  2014	 0 27 7.80      	
6150221_00	28.4864695416	-16.3522695323	676.3138342677	21 2  2014	 0 27 8.00      	
6150221_00	28.4864598280	-16.3522549944	676.3376020147	21 2  2014	 0 27 8.20      	
6150221_00	28.4864500523	-16.3522403469	676.3636541581	21 2  2014	 0 27 8.40      	
6150221_00	28.4864403340	-16.3522257020	676.3813932566	21 2  2014	 0 27 8.60      	
6150221_00	28.4864306813	-16.3522111320	676.4085317999	21 2  2014	 0 27 8.80      	
6150221_00	28.4864209045	-16.3521968045	676.4319441151	21 2  2014	 0 27 9.00      	
6150221_00	28.4864111653	-16.3521828754	676.4580359338	21 2  2014	 0 27 9.20      	
6150221_00	28.4864013243	-16.3521692004	676.4957285123	21 2  2014	 0 27 9.40      	
6150221_00	28.4863915191	-16.3521558875	676.5297852634	21 2  2014	 0 27 9.60      	
6150221_00	28.4863816633	-16.3521430014	676.5603378657	21 2  2014	 0 27 9.80      	
6150221_00	28.4863717235	-16.3521304346	676.5996560901	21 2  2014	 0 27 10.00     	
6150221_00	28.4863618495	-16.3521182109	676.6250563990	21 2  2014	 0 27 10.20     	
6150221_00	28.4863520641	-16.3521063475	676.6548997508	21 2  2014	 0 27 10.40     	
6150221_00	28.4863423541	-16.3520947355	676.6788023729	21 2  2014	 0 27 10.60     	
6150221_00	28.4863327214	-16.3520833484	676.7018719213	21 2  2014	 0 27 10.80     	
6150221_00	28.4863230616	-16.3520721675	676.7217282550	21 2  2014	 0 27 11.00     	
6150221_00	28.4863132457	-16.3520610070	676.7448670184	21 2  2014	 0 27 11.20     	
6150221_00	28.4863033749	-16.3520499179	676.7609218601	21 2  2014	 0 27 11.40     	
6150221_00	28.4862933920	-16.3520387637	676.7808139753	21 2  2014	 0 27 11.60     	
6150221_00	28.4862832145	-16.3520275820	676.8056208054	21 2  2014	 0 27 11.80     	
6150221_00	28.4862728652	-16.3520164297	676.8328719363	21 2  2014	 0 27 12.00     	
6150221_00	28.4862623969	-16.3520053649	676.8557274630	21 2  2014	 0 27 12.20     	
6150221_00	28.4862518629	-16.3519942801	676.8818905707	21 2  2014	 0 27 12.40     	
6150221_00	28.4862412715	-16.3519832640	676.9039695822	21 2  2014	 0 27 12.60     	
6150221_00	28.4862306023	-16.3519722803	676.9225985911	21 2  2014	 0 27 12.80     	
6150221_00	28.4862199211	-16.3519613281	676.9404968945	21 2  2014	 0 27 13.00     	
6150221_00	28.4862092368	-16.3519504161	676.9577341219	21 2  2014	 0 27 13.20     	
6150221_00	28.4861984439	-16.3519395605	676.9809659226	21 2  2014	 0 27 13.40     	
6150221_00	28.4861876050	-16.3519288617	677.0048466297	21 2  2014	 0 27 13.60     	
6150221_00	28.4861767087	-16.3519184083	677.0200391188	21 2  2014	 0 27 13.80     	
6150221_00	28.4861658310	-16.3519081692	677.0405720538	21 2  2014	 0 27 14.00     	
6150221_00	28.4861549983	-16.3518982415	677.0661423141	21 2  2014	 0 27 14.20     	
6150221_00	28.4861441421	-16.3518886759	677.0863969093	21 2  2014	 0 27 14.40     	
6150221_00	28.4861332881	-16.3518794272	677.1083137942	21 2  2014	 0 27 14.60     	
6150221_00	28.4861224638	-16.3518705738	677.1362050390	21 2  2014	 0 27 14.80     	
6150221_00	28.4861117120	-16.3518620220	677.1520292396	21 2  2014	 0 27 15.00     	
6150221_00	28.4861010297	-16.3518538159	677.1695606681	21 2  2014	 0 27 15.20     	
6150221_00	28.4860904424	-16.3518458929	677.1857200237	21 2  2014	 0 27 15.40     	
6150221_00	28.4860799646	-16.3518382814	677.2133158231	21 2  2014	 0 27 15.60     	
6150221_00	28.4860696541	-16.3518309451	677.2333927695	21 2  2014	 0 27 15.80     	
6150221_00	28.4860595983	-16.3518237646	677.2578077922	21 2  2014	 0 27 16.00     	
6150221_00	28.4860498277	-16.3518166719	677.2854572469	21 2  2014	 0 27 16.20     	
6150221_00	28.4860405789	-16.3518095037	677.2997453371	21 2  2014	 0 27 16.40     	
6150221_00	28.4860320031	-16.3518020262	677.3255201923	21 2  2014	 0 27 16.60     	
6150221_00	28.4860242008	-16.3517942237	677.3415796533	21 2  2014	 0 27 16.80     	
6150221_00	28.4860172751	-16.3517860139	677.3545629503	21 2  2014	 0 27 17.00     	
6150221_00	28.4860111847	-16.3517775647	677.3615616355	21 2  2014	 0 27 17.20     	
6150221_00	28.4860060828	-16.3517687785	677.3767030472	21 2  2014	 0 27 17.40     	
6150221_00	28.4860018850	-16.3517598019	677.3756706975	21 2  2014	 0 27 17.60     	
6150221_00	28.4859986419	-16.3517505129	677.3788276846	21 2  2014	 0 27 17.80     	
6150221_00	28.4859963776	-16.3517411005	677.3794260835	21 2  2014	 0 27 18.00     	
6150221_00	28.4859951264	-16.3517316938	677.3871416515	21 2  2014	 0 27 18.20     	
6150221_00	28.4859949440	-16.3517224282	677.3944827346	21 2  2014	 0 27 18.40     	
6150221_00	28.4859958036	-16.3517134545	677.3985370584	21 2  2014	 0 27 18.60     	
6150221_00	28.4859978178	-16.3517049064	677.3948040521	21 2  2014	 0 27 18.80     	
6150221_00	28.4860008083	-16.3516969417	677.3901093509	21 2  2014	 0 27 19.00     	
6150221_00	28.4860047236	-16.3516895849	677.3789397692	21 2  2014	 0 27 19.20     	
6150221_00	28.4860094245	-16.3516830495	677.3704423532	21 2  2014	 0 27 19.40     	
6150221_00	28.4860148326	-16.3516774816	677.3622118393	21 2  2014	 0 27 19.60     	
6150221_00	28.4860207703	-16.3516728354	677.3420814378	21 2  2014	 0 27 19.80     	
6150221_00	28.4860271723	-16.3516691441	677.3294466017	21 2  2014	 0 27 20.00     	
6150221_00	28.4860341139	-16.3516664750	677.3215682087	21 2  2014	 0 27 20.20     	
6150221_00	28.4860413512	-16.3516648440	677.3107060045	21 2  2014	 0 27 20.40     	
6150221_00	28.4860488780	-16.3516643511	677.2900238223	21 2  2014	 0 27 20.60     	
6150221_00	28.4860566185	-16.3516649758	677.2751173340	21 2  2014	 0 27 20.80     	
6150221_00	28.4860645036	-16.3516667446	677.2579872869	21 2  2014	 0 27 21.00     	
6150221_00	28.4860725183	-16.3516696231	677.2329992456	21 2  2014	 0 27 21.20     	
6150221_00	28.4860805429	-16.3516735328	677.2144711260	21 2  2014	 0 27 21.40     	
6150221_00	28.4860883092	-16.3516783109	677.2022170480	21 2  2014	 0 27 21.60     	
6150221_00	28.4860956126	-16.3516840197	677.1888762312	21 2  2014	 0 27 21.80     	
6150221_00	28.4861026010	-16.3516902374	677.1543771969	21 2  2014	 0 27 22.00     	
6150221_00	28.4861092543	-16.3516969294	677.1540311780	21 2  2014	 0 27 22.20     	
6150221_00	28.4861153448	-16.3517041921	677.1366781257	21 2  2014	 0 27 22.40     	
6150221_00	28.4861210698	-16.3517117505	677.1376766879	21 2  2014	 0 27 22.60     	
6150221_00	28.4861264914	-16.3517195082	677.1249337560	21 2  2014	 0 27 22.80     	
6150221_00	28.4861317109	-16.3517279947	677.1064806450	21 2  2014	 0 27 23.00     	
6150221_00	28.4861369498	-16.3517373112	677.0923087411	21 2  2014	 0 27 23.20     	
6150221_00	28.4861423813	-16.3517470030	677.0820150366	21 2  2014	 0 27 23.40     	
6150221_00	28.4861479428	-16.3517572967	677.0667240983	21 2  2014	 0 27 23.60     	
6150221_00	28.4861536746	-16.3517680693	677.0509731211	21 2  2014	 0 27 23.80     	
6150221_00	28.4861597337	-16.3517793117	677.0423844671	21 2  2014	 0 27 24.00     	
6150221_00	28.4861660986	-16.3517909502	677.0370766381	21 2  2014	 0 27 24.20     	
6150221_00	28.4861727715	-16.3518031417	677.0214585522	21 2  2014	 0 27 24.40     	
6150221_00	28.4861797531	-16.3518157484	677.0102421120	21 2  2014	 0 27 24.60     	
6150221_00	28.4861870933	-16.3518288471	676.9986969298	21 2  2014	 0 27 24.80     	
6150221_00	28.4861948230	-16.3518423342	676.9851953490	21 2  2014	 0 27 25.00     	
6150221_00	28.4862028730	-16.3518562737	676.9617569949	21 2  2014	 0 27 25.20     	
6150221_00	28.4862112331	-16.3518706795	676.9474656405	21 2  2014	 0 27 25.40     	
6150221_00	28.4862199440	-16.3518855712	676.9302122584	21 2  2014	 0 27 25.60     	
6150221_00	28.4862289603	-16.3519008513	676.9155541370	21 2  2014	 0 27 25.80     	
6150221_00	28.4862383548	-16.3519165177	676.9037161423	21 2  2014	 0 27 26.00     	
6150221_00	28.4862480922	-16.3519325928	676.8859118447	21 2  2014	 0 27 26.20     	
6150221_00	28.4862581290	-16.3519491082	676.8693760792	21 2  2014	 0 27 26.40     	
6150221_00	28.4862685141	-16.3519660366	676.8520528721	21 2  2014	 0 27 26.60     	
6150221_00	28.4862792660	-16.3519833124	676.8176628780	21 2  2014	 0 27 26.80     	
6150221_00	28.4862903505	-16.3520009181	676.7962041469	21 2  2014	 0 27 27.00     	
6150221_00	28.4863017927	-16.3520188736	676.7736407695	21 2  2014	 0 27 27.20     	
6150221_00	28.4863135409	-16.3520371539	676.7399346912	21 2  2014	 0 27 27.40     	
6150221_00	28.4863255352	-16.3520557152	676.7133711828	21 2  2014	 0 27 27.60     	
6150221_00	28.4863376947	-16.3520745170	676.6850559181	21 2  2014	 0 27 27.80     	
6150221_00	28.4863500564	-16.3520935585	676.6561431354	21 2  2014	 0 27 28.00     	
6150221_00	28.4863626406	-16.3521127994	676.6185722128	21 2  2014	 0 27 28.20     	
6150221_00	28.4863754614	-16.3521322986	676.5827612178	21 2  2014	 0 27 28.40     	
6150221_00	28.4863883813	-16.3521519686	676.5395903168	21 2  2014	 0 27 28.60     	
6150221_00	28.4864013917	-16.3521719164	676.5057654809	21 2  2014	 0 27 28.80     	
6150221_00	28.4864144293	-16.3521920532	676.4621218070	21 2  2014	 0 27 29.00     	
6150221_00	28.4864273737	-16.3522120396	676.4292280432	21 2  2014	 0 27 29.20     	
6150221_00	28.4864402853	-16.3522320811	676.3921470260	21 2  2014	 0 27 29.40     	
6150221_00	28.4864531637	-16.3522521062	676.3719398212	21 2  2014	 0 27 29.60     	
6150221_00	28.4864660611	-16.3522721110	676.3420690680	21 2  2014	 0 27 29.80     	
6150221_00	28.4864789180	-16.3522920897	676.3188826619	21 2  2014	 0 27 30.00     	
6150221_00	28.4864917755	-16.3523121915	676.2845874093	21 2  2014	 0 27 30.20     	
6150221_00	28.4865046891	-16.3523323843	676.2495012851	21 2  2014	 0 27 30.40     	
6150221_00	28.4865176644	-16.3523526266	676.2186815022	21 2  2014	 0 27 30.60     	
6150221_00	28.4865306826	-16.3523730501	676.1951453872	21 2  2014	 0 27 30.80     	
6150221_00	28.4865438015	-16.3523935055	676.1581983734	21 2  2014	 0 27 31.00     	
6150221_00	28.4865570609	-16.3524140130	676.1410958739	21 2  2014	 0 27 31.20     	
6150221_00	28.4865704387	-16.3524346236	676.1077342788	21 2  2014	 0 27 31.40     	
6150221_00	28.4865838947	-16.3524553320	676.0794703625	21 2  2014	 0 27 31.60     	
6150221_00	28.4865974546	-16.3524760785	676.0497555761	21 2  2014	 0 27 31.80     	
6150221_00	28.4866111050	-16.3524969785	676.0240634056	21 2  2014	 0 27 32.00     	
6150221_00	28.4866248472	-16.3525179948	675.9735181071	21 2  2014	 0 27 32.20     	
6150221_00	28.4866385821	-16.3525389441	675.9472471066	21 2  2014	 0 27 32.40     	
6150221_00	28.4866525314	-16.3525600758	675.9206167646	21 2  2014	 0 27 32.60     	
6150221_00	28.4866665303	-16.3525813168	675.8869866291	21 2  2014	 0 27 32.80     	
6150221_00	28.4866806007	-16.3526026425	675.8466584897	21 2  2014	 0 27 33.00     	
6150221_00	28.4866946746	-16.3526239465	675.8145811521	21 2  2014	 0 27 33.20     	
6150221_00	28.4867087039	-16.3526452899	675.7937214514	21 2  2014	 0 27 33.40     	
6150221_00	28.4867226451	-16.3526666493	675.7559375679	21 2  2014	 0 27 33.60     	
6150221_00	28.4867364782	-16.3526879317	675.7298236638	21 2  2014	 0 27 33.80     	
6150221_00	28.4867501609	-16.3527091636	675.7011319809	21 2  2014	 0 27 34.00     	
6150221_00	28.4867637402	-16.3527302762	675.6668636641	21 2  2014	 0 27 34.20     	
6150221_00	28.4867771376	-16.3527513291	675.6389008379	21 2  2014	 0 27 34.40     	
6150221_00	28.4867903708	-16.3527722377	675.6024075374	21 2  2014	 0 27 34.60     	
6150221_00	28.4868034055	-16.3527929311	675.5715967435	21 2  2014	 0 27 34.80     	
6150221_00	28.4868162639	-16.3528134362	675.5457899040	21 2  2014	 0 27 35.00     	
6150221_00	28.4868289467	-16.3528337765	675.5107399235	21 2  2014	 0 27 35.20     	
6150221_00	28.4868414145	-16.3528539611	675.4902393101	21 2  2014	 0 27 35.40     	
6150221_00	28.4868536992	-16.3528739147	675.4603314428	21 2  2014	 0 27 35.60     	
6150221_00	28.4868658409	-16.3528936389	675.4361375514	21 2  2014	 0 27 35.80     	
6150221_00	28.4868778252	-16.3529131589	675.4080363056	21 2  2014	 0 27 36.00     	
6150221_00	28.4868895712	-16.3529324059	675.3834120696	21 2  2014	 0 27 36.20     	
6150221_00	28.4869011334	-16.3529514515	675.3652526960	21 2  2014	 0 27 36.40     	
6150221_00	28.4869125432	-16.3529701794	675.3344667777	21 2  2014	 0 27 36.60     	
6150221_00	28.4869238066	-16.3529886197	675.3022539457	21 2  2014	 0 27 36.80     	
6150221_00	28.4869347997	-16.3530068146	675.2728324262	21 2  2014	 0 27 37.00     	
6150221_00	28.4869456212	-16.3530247184	675.2452466376	21 2  2014	 0 27 37.20     	
6150221_00	28.4869563089	-16.3530421102	675.2079541367	21 2  2014	 0 27 37.40     	
6150221_00	28.4869669081	-16.3530590618	675.1846194454	21 2  2014	 0 27 37.60     	
6150221_00	28.4869773955	-16.3530756199	675.1670231102	21 2  2014	 0 27 37.80     	
6150221_00	28.4869878566	-16.3530917125	675.1502913143	21 2  2014	 0 27 38.00     	
6150221_00	28.4869983491	-16.3531071564	675.1274256241	21 2  2014	 0 27 38.20     	
6150221_00	28.4870089394	-16.3531219342	675.1026166426	21 2  2014	 0 27 38.40     	
6150221_00	28.4870196472	-16.3531360397	675.0759179713	21 2  2014	 0 27 38.60     	
6150221_00	28.4870304488	-16.3531496178	675.0430286461	21 2  2014	 0 27 38.80     	
6150221_00	28.4870413375	-16.3531626469	675.0160125829	21 2  2014	 0 27 39.00     	
6150221_00	28.4870523340	-16.3531750432	674.9914174946	21 2  2014	 0 27 39.20     	
6150221_00	28.4870636248	-16.3531866709	674.9752965895	21 2  2014	 0 27 39.40     	
